,ADDRESS,BLK_NO,BUILDING,LATITUDE,LONGITUDE,POSTAL,ROAD_NAME,X,Y
115323, 718 JURONG WEST STREET 71 ENRICHMENT 718 PTE LTD SINGAPORE 640718 ,718,ENRICHMENT 718 PTE LTD,1.343708,103.69752,640718,JURONG WEST STREET 71,12887.14691,36206.35579
136040, 254 BELGRAVIA DRIVE BELGRAVIA VILLAS SINGAPORE 804632 ,254,BELGRAVIA VILLAS,1.379815,103.865693,804632,BELGRAVIA DRIVE,31602.81748,40198.5064
94486, 44 HYTHE ROAD SERANGOON GARDEN ESTATE SINGAPORE 557525 ,44,SERANGOON GARDEN ESTATE,1.368863,103.867559,557525,HYTHE ROAD,31810.49559,38987.49079
28166, 215 SIXTH AVENUE PALMS @ SIXTH AVENUE SINGAPORE 276677 ,215,PALMS @ SIXTH AVENUE,1.324234,103.793068,276677,SIXTH AVENUE,23520.47141,34052.676
42478, 1E CHILTERN DRIVE ONE CHILTERN SINGAPORE 359770 ,1E,ONE CHILTERN,1.34865,103.860923,359770,CHILTERN DRIVE,31072.10198,36752.38818
54835, 28 LORONG J TELOK KURAU SINGAPORE 425810 ,28,NIL,1.313009,103.908304,425810,LORONG J TELOK KURAU,36345.21951,32811.49337
35769, 23 GILSTEAD ROAD SINGAPORE 309069 ,23,NIL,1.316578,103.838683,309069,GILSTEAD ROAD,28596.97678,33205.97522
107100, 6 SUNSET CRESCENT SINGAPORE 597495 ,6,NIL,1.328268,103.768269,597495,SUNSET CRESCENT,20760.69398,34498.72498
78906, 729 TAMPINES STREET 71 TAMPINES COURTVIEW SINGAPORE 520729 ,729,TAMPINES COURTVIEW,1.356441,103.934139,520729,TAMPINES STREET 71,39220.16241,37614.10246
34292, 3A DUNEARN CLOSE CAPITOL PARK SINGAPORE 299576 ,3A,CAPITOL PARK,1.323978,103.814606,299576,DUNEARN CLOSE,25917.44955,34024.30827
17372, 152 SERANGOON ROAD LITTLE INDIA CONSERVATION AREA SINGAPORE 218043 ,152,LITTLE INDIA CONSERVATION AREA,1.307855,103.852901,218043,SERANGOON ROAD,30179.31454,32241.52893
71761, 29 CHANGI SOUTH AVENUE 2 ABV INDUSTRIAL BUILDING SINGAPORE 486444 ,29,ABV INDUSTRIAL BUILDING,1.33168,103.969201,486444,CHANGI SOUTH AVENUE 2,43122.27143,34876.32014
116218, 300 WESTWOOD AVENUE WESTVILLE SINGAPORE 648489 ,300,WESTVILLE,1.350789,103.69918,648489,WESTWOOD AVENUE,13071.90901,36989.33023
14888, 128 SYED ALWI ROAD SINGAPORE 207692 ,128,NIL,1.310227,103.854729,207692,SYED ALWI ROAD,30382.80686,32503.82138
2838, 68A AMOY STREET TELOK AYER CONSERVATION AREA SINGAPORE 069887 ,68A,TELOK AYER CONSERVATION AREA,1.280086,103.846525,69887,AMOY STREET,29469.73439,29170.95291
94928, 30 COWDRAY AVENUE SERANGOON GARDEN ESTATE SINGAPORE 558031 ,30,SERANGOON GARDEN ESTATE,1.366792,103.865455,558031,COWDRAY AVENUE,31576.38003,38758.46657
127703, 233C SAINT JOHN'S ROAD SINGAPORE 757995 ,233C,NIL,1.456966,103.825584,757995,SAINT JOHN'S ROAD,27139.23379,48729.41079
55361, 11 LORONG 110 CHANGI SINGAPORE 426366 ,11,NIL,1.318015,103.909929,426366,LORONG 110 CHANGI,36525.99753,33365.0599
13528, 51 BRAS BASAH ROAD INTELLECTUAL PROPERTY OFFICE OF SINGAPORE (IPOS) SINGAPORE 189554 ,51,INTELLECTUAL PROPERTY OFFICE OF SINGAPORE (IPOS),1.297847,103.850071,189554,BRAS BASAH ROAD,29864.33891,31134.83471
23934, 1G CLUNY ROAD SINGAPORE 259603 ,1G,NIL,1.31944,103.816457,259603,CLUNY ROAD,26123.4888,33522.54509
95073, 35 CONWAY GROVE SERANGOON GARDEN ESTATE SINGAPORE 558217 ,35,SERANGOON GARDEN ESTATE,1.357899,103.865374,558217,CONWAY GROVE,31567.38569,37775.12768
92496, 43 TAI YUAN HEIGHTS TAI YUAN GARDEN SINGAPORE 555208 ,43,TAI YUAN GARDEN,1.360003,103.868948,555208,TAI YUAN HEIGHTS,31965.11556,38007.80472
81570, 34 JALAN KELICHAP TAI KENG VILLAS SINGAPORE 534264 ,34,TAI KENG VILLAS,1.34641,103.881965,534264,JALAN KELICHAP,33413.77519,36504.7929
131732, 21 LENTOR PLAIN BANYAN VILLAS SINGAPORE 786523 ,21,BANYAN VILLAS,1.387783,103.839099,786523,LENTOR PLAIN,28643.30396,41079.45588
125210, 99 WOODGROVE AVENUE WOODHAVEN SINGAPORE 737822 ,99,WOODHAVEN,1.430545,103.784052,737822,WOODGROVE AVENUE,22517.35804,45808.00723
36865, 256 KIM KEAT AVENUE HDB-TOA PAYOH SINGAPORE 310256 ,256,HDB-TOA PAYOH,1.332192,103.858499,310256,KIM KEAT AVENUE,30802.28727,34932.56123
138213, 106 SELETAR HILLS DRIVE SINGAPORE 807122 ,106,NIL,1.387043,103.872412,807122,SELETAR HILLS DRIVE,32350.64108,40997.72773
24895, 35 PRINCESS OF WALES ROAD PRINCESS OF WALES PARK SINGAPORE 266935 ,35,PRINCESS OF WALES PARK,1.322282,103.807682,266935,PRINCESS OF WALES ROAD,25146.94398,33836.78122
133454, 21 LENTOR VALE LENTOR VIEW SINGAPORE 788865 ,21,LENTOR VIEW,1.387552,103.835494,788865,LENTOR VALE,28242.14027,41053.97333
137790, 39 SUNRISE CLOSE SUNRISE VILLA SINGAPORE 806636 ,39,SUNRISE VILLA,1.387002,103.855886,806636,SUNRISE CLOSE,30511.46165,40993.1095
71538, 175 UPPER CHANGI ROAD EAST SUMMER GARDENS SINGAPORE 486225 ,175,SUMMER GARDENS,1.331382,103.950252,486225,UPPER CHANGI ROAD EAST,41013.53567,34843.23372
37379, 104 WHAMPOA DRIVE WHAMPOA VIEW SINGAPORE 323104 ,104,WHAMPOA VIEW,1.3208,103.853328,323104,WHAMPOA DRIVE,30226.82686,33672.83429
124077, 161 WOODLANDS STREET 13 LITTLE GREENHOUSE @ WOODLANDS PTE. LTD. SINGAPORE 730161 ,161,LITTLE GREENHOUSE @ WOODLANDS PTE. LTD.,1.433335,103.773674,730161,WOODLANDS STREET 13,21362.4633,46116.49289
103466, 10 ISLAND GARDENS WALK ISLAND GARDENS SINGAPORE 578733 ,10,ISLAND GARDENS,1.361649,103.828838,578733,ISLAND GARDENS WALK,27501.35722,38189.6998
79167, 229 TAMPINES STREET 23 HDB-TAMPINES SINGAPORE 521229 ,229,HDB-TAMPINES,1.355931,103.953944,521229,TAMPINES STREET 23,41424.29506,37557.85906
130249, 420 MILTONIA CLOSE THE SHAUGHNESSY SINGAPORE 768396 ,420,THE SHAUGHNESSY,1.416342,103.847324,768396,MILTONIA CLOSE,29558.58411,44237.46702
52586, 86B LORONG M TELOK KURAU THE SEAWIND SINGAPORE 423409 ,86B,THE SEAWIND,1.311228,103.914626,423409,LORONG M TELOK KURAU,37048.752,32614.54626
45117, 42A LORONG 23 GEYLANG SINGAPORE 388374 ,42A,NIL,1.31448,103.881475,388374,LORONG 23 GEYLANG,33359.3292,32974.08221
20615, 17 LLOYD ROAD LLOYD MANSION SINGAPORE 239099 ,17,LLOYD MANSION,1.296861,103.840243,239099,LLOYD ROAD,28770.67887,31025.85141
40572, 67 JALAN WANGI SENNETT ESTATE SINGAPORE 349383 ,67,SENNETT ESTATE,1.330732,103.874747,349383,JALAN WANGI,32610.55716,34771.08429
79050, 908 TAMPINES AVENUE 4 TAMPINES PALMSVILLE SINGAPORE 520908 ,908,TAMPINES PALMSVILLE,1.35054,103.938716,520908,TAMPINES AVENUE 4,39729.5724,36961.63188
120744, 25 DAIRY FARM ROAD THE DAIRY FARM SINGAPORE 679047 ,25,THE DAIRY FARM,1.365771,103.77045,679047,DAIRY FARM ROAD,21003.52031,38645.5992
126221, 2 JALAN JENDELA WOODLANDS PARK SINGAPORE 739687 ,2,WOODLANDS PARK,1.414756,103.757775,739687,JALAN JENDELA,19593.08999,44062.17944
103086, 24 JALAN CHENGAM SEMBAWANG HILLS ESTATE SINGAPORE 578307 ,24,SEMBAWANG HILLS ESTATE,1.372726,103.832103,578307,JALAN CHENGAM,27864.73441,39414.55872
4346, 120 CANTONMENT ROAD MARITIME HOUSE SINGAPORE 089760 ,120,MARITIME HOUSE,1.276586,103.840334,89760,CANTONMENT ROAD,28780.8171,28783.89423
35249, 51 MANDALAY ROAD MONARCHY APARTMENTS SINGAPORE 308231 ,51,MONARCHY APARTMENTS,1.324792,103.850127,308231,MANDALAY ROAD,29870.59769,34114.32431
122432, 180 VERDE CRESCENT VILLA VERDE SINGAPORE 688500 ,180,VILLA VERDE,1.392183,103.751307,688500,VERDE CRESCENT,18873.1926,41566.20677
133936, 16 FUDU WALK FUDU PARK SINGAPORE 789510 ,16,FUDU PARK,1.38977,103.837591,789510,FUDU WALK,28475.47776,41299.20484
113257, 50 TUAS VIEW SQUARE SINGAPORE 637726 ,50,NIL,1.301806,103.628198,637726,TUAS VIEW SQUARE,5171.93169,31573.59335
110714, 29 JALAN BUROH SINGAPORE 619485 ,29,NIL,1.314641,103.708045,619485,JALAN BUROH,14058.28912,32992.1808
59748, 13A SERAYA LANE SERAYA VILLE SINGAPORE 437280 ,13A,SERAYA VILLE,1.307511,103.899999,437280,SERAYA LANE,35420.8843,32203.5838
141474, 11 NORTHSHORE DRIVE DAYSPRING KINDERGARTEN SINGAPORE 828670 ,11,DAYSPRING KINDERGARTEN,1.414998,103.899011,828670,NORTHSHORE DRIVE,35310.6045,44088.86285
12990, 209A SELEGIE ROAD SINGAPORE 188334 ,209A,NIL,1.304548,103.850224,188334,SELEGIE ROAD,29881.4583,31875.82131
121256, 162 CASHEW CRESCENT CASHEW VILLAS SINGAPORE 679862 ,162,CASHEW VILLAS,1.372042,103.76936,679862,CASHEW CRESCENT,20882.16149,39338.99246
12659, 111 NORTH BRIDGE ROAD DBS PENNISULA PLAZA SINGAPORE 179098 ,111,DBS PENNISULA PLAZA,1.292322,103.850805,179098,NORTH BRIDGE ROAD,29946.0328,30523.98009
110550, 23 JURONG PORT ROAD SINGAPORE 619096 ,23,NIL,1.317547,103.721092,619096,JURONG PORT ROAD,15510.23685,33313.50656
8870, 2 WEST COAST AVENUE WEST COAST GARDENS SINGAPORE 128062 ,2,WEST COAST GARDENS,1.315151,103.755818,128062,WEST COAST AVENUE,19374.92263,33048.38018
73401, 45 JALAN PARI DEDAP SINGAPORE 488636 ,45,NIL,1.332921,103.942735,488636,JALAN PARI DEDAP,40176.92802,35013.45904
10798, 109 COMMONWEALTH CRESCENT HDB-QUEENSTOWN SINGAPORE 140109 ,109,HDB-QUEENSTOWN,1.307249,103.798938,140109,COMMONWEALTH CRESCENT,24173.79273,32174.54446
28169, 2 RIDGEWOOD CLOSE THE TRIZON SINGAPORE 276693 ,2,THE TRIZON,1.316579,103.778432,276693,RIDGEWOOD CLOSE,21891.60913,33206.25244
121600, 428 CHOA CHU KANG AVENUE 4 HDB-CHOA CHU KANG SINGAPORE 680428 ,428,HDB-CHOA CHU KANG,1.38124,103.739993,680428,CHOA CHU KANG AVENUE 4,17614.03303,40356.16945
127348, 157 WAK HASSAN DRIVE WATERCOVE SINGAPORE 757580 ,157,WATERCOVE,1.461987,103.839145,757580,WAK HASSAN DRIVE,28648.423,49284.60924
50572, 8A LENGKONG DUA SINGAPORE 417758 ,8A,NIL,1.324931,103.912783,417758,LENGKONG DUA,36843.60287,34129.79137
89666, 12 LANGE ROAD SINGAPORE 547980 ,12,NIL,1.358429,103.876392,547980,LANGE ROAD,32793.55602,37833.78845
135661, 28 GERALD CRESCENT GERALD GARDENS SINGAPORE 799722 ,28,GERALD GARDENS,1.387204,103.875553,799722,GERALD CRESCENT,32700.11107,41015.55064
126308, 37 JALAN BUMBONG WOODLANDS PARK SINGAPORE 739856 ,37,WOODLANDS PARK,1.4152,103.757457,739856,JALAN BUMBONG,19557.65592,44111.2884
36337, 10 CHANCERY HILL ROAD SINGAPORE 309651 ,10,NIL,1.3248,103.839116,309651,CHANCERY HILL ROAD,28645.16865,34115.1361
23782, 58A DRAYCOTT PARK THE DRAYCOTT SINGAPORE 259400 ,58A,THE DRAYCOTT,1.311968,103.831524,259400,DRAYCOTT PARK,27800.29379,32696.32821
113608, 36 TECH PARK CRESCENT TUAS TECHPARK SINGAPORE 638099 ,36,TUAS TECHPARK,1.309906,103.630927,638099,TECH PARK CRESCENT,5475.70103,32469.1475
20668, 2 KIM YAM ROAD THE IVERIA SINGAPORE 239320 ,2,THE IVERIA,1.295286,103.838567,239320,KIM YAM ROAD,28584.15223,30851.62502
14470, 77C ALIWAL STREET ALIWAL PARK HOTEL SINGAPORE 199948 ,77C,ALIWAL PARK HOTEL,1.30336,103.860268,199948,ALIWAL STREET,30999.23441,31744.48941
56247, 239A JOO CHIAT ROAD SINGAPORE 427496 ,239A,NIL,1.310965,103.901449,427496,JOO CHIAT ROAD,35582.22149,32585.4478
92213, 21 CHUAN CLOSE CHUAN VILLAS SINGAPORE 554896 ,21,CHUAN VILLAS,1.349579,103.861394,554896,CHUAN CLOSE,31124.50833,36855.08046
27880, 66 TAMAN WARNA SINGAPORE 276388 ,66,NIL,1.310194,103.797587,276388,TAMAN WARNA,24023.36476,32500.18011
136842, 79 SARACA TERRACE SARACA VILLAS SINGAPORE 805508 ,79,SARACA VILLAS,1.383461,103.858889,805508,SARACA TERRACE,30845.70185,40601.6013
107895, 52B JALAN JURONG KECHIL JK BUILDING SINGAPORE 598579 ,52B,JK BUILDING,1.340557,103.774288,598579,JALAN JURONG KECHIL,21430.49961,35857.6079
26109, 8 JALAN HARUM OEI TIONG HAM PARK SINGAPORE 268481 ,8,OEI TIONG HAM PARK,1.316954,103.793872,268481,JALAN HARUM,23610.03168,33247.61334
96718, 119 ANG MO KIO AVENUE 3 HDB-ANG MO KIO SINGAPORE 560119 ,119,HDB-ANG MO KIO,1.369563,103.844699,560119,ANG MO KIO AVENUE 3,29266.49329,39064.88578
119699, 522 JELAPANG ROAD HARMONY CHILD CARE & DEVELOPMENT CENTRE SINGAPORE 670522 ,522,HARMONY CHILD CARE & DEVELOPMENT CENTRE,1.386336,103.766165,670522,JELAPANG ROAD,20526.7143,40919.61211
44462, 164A SIMS AVENUE SINGAPORE 387484 ,164A,NIL,1.314357,103.879553,387484,SIMS AVENUE,33145.47439,32960.52221
97635, 5 YIO CHU KANG GARDENS CHIP THYE GARDEN SINGAPORE 568055 ,5,CHIP THYE GARDEN,1.38114,103.836591,568055,YIO CHU KANG GARDENS,28364.21816,40345.00831
98081, 26 MAYFLOWER PLACE MAYFLOWER GARDENS SINGAPORE 568707 ,26,MAYFLOWER GARDENS,1.372911,103.840394,568707,MAYFLOWER PLACE,28787.39306,39435.0641
109047, 25 CHENG SOON GARDEN CHENG SOON GARDEN SINGAPORE 599802 ,25,CHENG SOON GARDEN,1.334701,103.771663,599802,CHENG SOON GARDEN,21138.39453,35210.08607
34184, 8 JALAN ADAT SINGAPORE 299388 ,8,NIL,1.328097,103.817901,299388,JALAN ADAT,26284.22823,34479.75001
92763, 31 TAI HWAN DRIVE TAI HWAN PARK SINGAPORE 555541 ,31,TAI HWAN PARK,1.355493,103.859725,555541,TAI HWAN DRIVE,30938.73398,37509.11556
98370, 38 ANG MO KIO INDUSTRIAL PARK 2 SINGAPORE 569511 ,38,NIL,1.376583,103.865918,569511,ANG MO KIO INDUSTRIAL PARK 2,31627.90222,39841.14103
134231, 35 COUNTRYSIDE PLACE SINGAPORE 789905 ,35,NIL,1.388118,103.839372,789905,COUNTRYSIDE PLACE,28673.71547,41116.50859
42384, 8A COTSWOLD CLOSE SINGAPORE 359655 ,8A,NIL,1.345685,103.861922,359655,COTSWOLD CLOSE,31183.21006,36424.52245
125757, 13 WOODLANDS SECTOR 1 SINGAPORE 738356 ,13,NIL,1.453161,103.804584,738356,WOODLANDS SECTOR 1,24802.27778,48308.73085
90321, 28 JALAN ARIF HENLEY GARDENS SINGAPORE 548841 ,28,HENLEY GARDENS,1.367969,103.884083,548841,JALAN ARIF,33649.46453,38888.591
8027, 81 WEST COAST CRESCENT THE VISION SINGAPORE 126794 ,81,THE VISION,1.298087,103.764319,126794,WEST COAST CRESCENT,20320.99671,31161.45122
102452, 72 JALAN LEBAN SEMBAWANG HILLS ESTATE SINGAPORE 577609 ,72,SEMBAWANG HILLS ESTATE,1.374033,103.831164,577609,JALAN LEBAN,27760.18229,39559.13747
104507, 50 BINCHANG RISE LAUW AND SONS GARDEN SINGAPORE 579912 ,50,LAUW AND SONS GARDEN,1.348837,103.84552,579912,BINCHANG RISE,29357.87669,36773.10274
39623, 8 SIANG KUANG AVENUE SENNETT ESTATE SINGAPORE 347926 ,8,SENNETT ESTATE,1.328909,103.870284,347926,SIANG KUANG AVENUE,32113.83297,34569.57038
21303, 22 SWETTENHAM ROAD SINGAPORE 248109 ,22,NIL,1.302469,103.80542,248109,SWETTENHAM ROAD,24895.12994,31645.93994
39913, 26A PHENG GECK AVENUE SENNETT ESTATE SINGAPORE 348285 ,26A,SENNETT ESTATE,1.33116,103.870124,348285,PHENG GECK AVENUE,32096.04505,34818.49288
136414, 88 SELETAR GREEN VIEW LUXUS HILLS SINGAPORE 805078 ,88,LUXUS HILLS,1.380196,103.870897,805078,SELETAR GREEN VIEW,32182.02861,40240.63795
115910, 6 JURONG LAKE LINK LAKE GRANDE SINGAPORE 648159 ,6,LAKE GRANDE,1.345599,103.724023,648159,JURONG LAKE LINK,15836.60154,36415.23868
127458, 8 KANDIS WALK STRAITS GARDENS SINGAPORE 757683 ,8,STRAITS GARDENS,1.457464,103.837601,757683,KANDIS WALK,28476.57988,48784.4309
42124, 65 JALAN GIRANG SERANGOON PARK SINGAPORE 359234 ,65,SERANGOON PARK,1.347734,103.866179,359234,JALAN GIRANG,31656.97756,36651.17338
29620, 293 HOLLAND ROAD COLD STORAGE JELITA SHOPPING CENTRE SINGAPORE 278628 ,293,COLD STORAGE JELITA SHOPPING CENTRE,1.317593,103.785841,278628,HOLLAND ROAD,22716.16494,33318.35486
45404, 25B LORONG 13 GEYLANG SINGAPORE 388668 ,25B,NIL,1.313678,103.877234,388668,LORONG 13 GEYLANG,32887.31259,32885.42931
140701, 256 SUMANG WALK PUNGGOL OPAL SINGAPORE 820256 ,256,PUNGGOL OPAL,1.405535,103.895515,820256,SUMANG WALK,34921.55076,43042.51642
13637, 100 BEACH ROAD SHAW LEISURE GALLERY SINGAPORE 189702 ,100,SHAW LEISURE GALLERY,1.296121,103.856969,189702,BEACH ROAD,30632.11328,30944.03929
6854, 28 PASIR PANJANG HILL SINGAPORE 118846 ,28,NIL,1.282458,103.786088,118846,PASIR PANJANG HILL,22743.67012,29433.27424
10190, 21 MEDIA CIRCLE INFINITE STUDIOS SINGAPORE 138562 ,21,INFINITE STUDIOS,1.292414,103.794617,138562,MEDIA CIRCLE,23692.83036,30534.17962
90412, 36 HILLSIDE DRIVE SINGAPORE 548955 ,36,NIL,1.358864,103.876615,548955,HILLSIDE DRIVE,32818.4443,37881.8831
121543, 304 CHOA CHU KANG AVENUE 4 OCBC CHOA CHU KANG BRANCH SINGAPORE 680304 ,304,OCBC CHOA CHU KANG BRANCH,1.384494,103.743146,680304,CHOA CHU KANG AVENUE 4,17964.9943,40716.02639
8845, 54 WEST COAST CRESCENT WEST BAY CONDOMINIUM SINGAPORE 128037 ,54,WEST BAY CONDOMINIUM,1.299296,103.766403,128037,WEST COAST CRESCENT,20552.89562,31295.14085
8621, 3 WEST COAST LANE WEST COAST GARDENS SINGAPORE 127734 ,3,WEST COAST GARDENS,1.312902,103.757799,127734,WEST COAST LANE,19595.36133,32799.63317
3118, 1 CANTONMENT ROAD DBS EVERTON PARK SINGAPORE 080001 ,1,DBS EVERTON PARK,1.275499,103.841398,80001,CANTONMENT ROAD,28899.22851,28663.71581
88214, 11 SANDILANDS ROAD SINGAPORE 546074 ,11,NIL,1.361973,103.877969,546074,SANDILANDS ROAD,32969.12492,38225.65614
52941, 174 TELOK KURAU ROAD SINGAPORE 423826 ,174,NIL,1.313096,103.910279,423826,TELOK KURAU ROAD,36564.98012,32821.10927
73266, 105 JALAN PELATOK SINGAPORE 488444 ,105,NIL,1.347937,103.960867,488444,JALAN PELATOK,42194.70393,36673.93042
56662, 36A JOO CHIAT PLACE SINGAPORE 427760 ,36A,NIL,1.313302,103.90114,427760,JOO CHIAT PLACE,35547.85949,32843.88669
93879, 5 LICHFIELD ROAD SERANGOON GARDEN ESTATE SINGAPORE 556825 ,5,SERANGOON GARDEN ESTATE,1.364202,103.869814,556825,LICHFIELD ROAD,32061.49551,38472.09818
33332, 11 TREVOSE PLACE TREVOSE PLACE SINGAPORE 297995 ,11,TREVOSE PLACE,1.32796,103.821116,297995,TREVOSE PLACE,26641.93796,34464.63603
120844, 37 CHESTNUT DRIVE SINGAPORE 679288 ,37,NIL,1.36872,103.769038,679288,CHESTNUT DRIVE,20846.33134,38971.7446
51365, 17 JALAN PUNAI SINGAPORE 418795 ,17,NIL,1.329533,103.907702,418795,JALAN PUNAI,36278.07592,34638.6493
63587, 10 MARIA AVENUE OPERA ESTATE SINGAPORE 456742 ,10,OPERA ESTATE,1.320836,103.921061,456742,MARIA AVENUE,37764.91665,33676.98088
79766, 19D SIMEI STREET 4 DOUBLE BAY RESIDENCES SINGAPORE 528716 ,19D,DOUBLE BAY RESIDENCES,1.340315,103.956851,528716,SIMEI STREET 4,41747.7901,35831.08155
111310, 86 SECOND LOK YANG ROAD SINGAPORE 628162 ,86,NIL,1.326743,103.691313,628162,SECOND LOK YANG ROAD,12196.16495,34330.49168
109975, 1 INTERNATIONAL BUSINESS PARK THE SYNERGY SINGAPORE 609917 ,1,THE SYNERGY,1.328963,103.748714,609917,INTERNATIONAL BUSINESS PARK,18584.3311,34575.7079
47971, 29 GUILLEMARD ROAD SINGAPORE 399698 ,29,NIL,1.309476,103.877954,399698,GUILLEMARD ROAD,32967.53113,32420.81473
6047, 2 ENGINEERING DRIVE 2 NATIONAL UNIVERSITY OF SINGAPORE (EW1) SINGAPORE 117577 ,2,NATIONAL UNIVERSITY OF SINGAPORE (EW1),1.298561,103.770759,117577,ENGINEERING DRIVE 2,21037.64591,31213.86962
126672, 482A ADMIRALTY LINK MULTI STOREY CAR PARK SINGAPORE 751482 ,482A,MULTI STOREY CAR PARK,1.454882,103.815678,751482,ADMIRALTY LINK,26036.8296,48498.96925
128932, 31 ADMIRALTY ROAD EAST SINGAPORE 759980 ,31,NIL,1.458899,103.827476,759980,ADMIRALTY ROAD EAST,27349.7556,48943.19259
36312, 11D CHANCERY HILL WALK SINGAPORE 309623 ,11D,NIL,1.323076,103.839271,309623,CHANCERY HILL WALK,28662.44289,33924.50234
101634, 21 JALAN TELANG SEMBAWANG HILLS ESTATE SINGAPORE 576691 ,21,SEMBAWANG HILLS ESTATE,1.376557,103.829059,576691,JALAN TELANG,27525.98083,39838.19562
44561, 468 SIMS AVENUE SUITES @ SIMS SINGAPORE 387544 ,468,SUITES @ SIMS,1.315747,103.887188,387544,SIMS AVENUE,33995.16946,33114.22927
119900, 643B SENJA CLOSE SENJA VALLEY SINGAPORE 672643 ,643B,SENJA VALLEY,1.388514,103.763008,672643,SENJA CLOSE,20175.3037,41160.42186
105740, 935 BUKIT TIMAH ROAD THE CASCADIA SINGAPORE 589645 ,935,THE CASCADIA,1.332748,103.78666,589645,BUKIT TIMAH ROAD,22807.35272,34994.07028
57864, 311 EAST COAST ROAD SINGAPORE 428957 ,311,NIL,1.30877,103.909271,428957,EAST COAST ROAD,36452.81224,32342.81417
28703, 72 MING TECK PARK MING TECK PARK SINGAPORE 277439 ,72,MING TECK PARK,1.320751,103.789229,277439,MING TECK PARK,23093.21391,33667.44662
14143, 39 BUSSORAH STREET KAMPONG GLAM CONSERVATION AREA SINGAPORE 199457 ,39,KAMPONG GLAM CONSERVATION AREA,1.301914,103.859559,199457,BUSSORAH STREET,30920.30111,31584.51543
44620, 568 SIMS AVENUE SINGAPORE 387598 ,568,NIL,1.316364,103.89051,387598,SIMS AVENUE,34364.88289,33182.46456
70973, 606 BEDOK RESERVOIR ROAD KIDZ VENTURES CHILD CARE SINGAPORE 470606 ,606,KIDZ VENTURES CHILD CARE,1.331222,103.9138,470606,BEDOK RESERVOIR ROAD,36956.7383,34825.45951
54436, 83 LORONG M TELOK KURAU GOLDLEAF GARDENS SINGAPORE 425391 ,83,GOLDLEAF GARDENS,1.311835,103.915789,425391,LORONG M TELOK KURAU,37178.16718,32681.72545
114674, 52J NANYANG VIEW NANYANG TECHNOLOGICAL UNIVERSITY (NANYANG HEIGHTS STAFF HOUSING) SINGAPORE 639668 ,52J,NANYANG TECHNOLOGICAL UNIVERSITY (NANYANG HEIGHTS STAFF HOUSING),1.350615,103.687388,639668,NANYANG VIEW,11759.57253,36970.15828
16173, 5 HASTINGS ROAD LITTLE INDIA ARCADE SINGAPORE 209152 ,5,LITTLE INDIA ARCADE,1.305365,103.851821,209152,HASTINGS ROAD,30059.17918,31966.1404
95160, 20 CONISTON GROVE SERANGOON GARDEN ESTATE SINGAPORE 558315 ,20,SERANGOON GARDEN ESTATE,1.358876,103.866831,558315,CONISTON GROVE,31729.55782,37883.16422
42792, 15 PLAYFAIR ROAD FULL GOSPEL ASSEMBLY SINGAPORE 367987 ,15,FULL GOSPEL ASSEMBLY,1.33393,103.886312,367987,PLAYFAIR ROAD,33897.63742,35124.82074
18629, 23 BRISTOL ROAD HERTFORD MANSION SINGAPORE 219848 ,23,HERTFORD MANSION,1.312763,103.848456,219848,BRISTOL ROAD,29684.65575,32784.15609
100643, 22 SOO CHOW RISE SOO CHOW GARDEN SINGAPORE 575463 ,22,SOO CHOW GARDEN,1.353665,103.830283,575463,SOO CHOW RISE,27662.2094,37306.94668
131545, 188 SPRINGLEAF AVENUE DALLA VALE SINGAPORE 786336 ,188,DALLA VALE,1.400889,103.823718,786336,SPRINGLEAF AVENUE,26931.53367,42528.67792
129337, 610 YISHUN STREET 61 NEE SOON CENTRAL MEADOWS SINGAPORE 760610 ,610,NEE SOON CENTRAL MEADOWS,1.420579,103.836103,760610,YISHUN STREET 61,28309.86934,44705.96698
41939, 15-7 JALAN RIANG SERANGOON PARK SINGAPORE 358987 ,15-Jul,SERANGOON PARK,1.347246,103.86775,358987,JALAN RIANG,31831.79423,36597.10665
116277, 181 WESTWOOD CRESCENT WESTVILLE SINGAPORE 648548 ,181,WESTVILLE,1.353388,103.698906,648548,WESTWOOD CRESCENT,13041.45034,37276.67833
33951, 5 JALAN TEMPUA CAPITOL PARK SINGAPORE 298962 ,5,CAPITOL PARK,1.32349,103.819328,298962,JALAN TEMPUA,26443.0435,33970.33755
76412, 51A JALAN LOYANG BESAR LOYANG GARDENS SINGAPORE 509374 ,51A,LOYANG GARDENS,1.377929,103.956723,509374,JALAN LOYANG BESAR,41733.36819,39990.27399
61457, 45 BOURNEMOUTH ROAD SINGAPORE 439689 ,45,NIL,1.301741,103.893908,439689,BOURNEMOUTH ROAD,34743.03407,31565.55892
63738, 22 LA SALLE STREET FRANKEL ESTATE SINGAPORE 456938 ,22,FRANKEL ESTATE,1.318789,103.919593,456938,LA SALLE STREET,37601.53355,33450.63826
67426, 287 TANAH MERAH KECHIL AVENUE D' MANOR SINGAPORE 465771 ,287,D' MANOR,1.330586,103.945953,465771,TANAH MERAH KECHIL AVENUE,40535.00741,34755.20961
32630, 17 GREENVIEW CRESCENT HILLCREST PARK SINGAPORE 289326 ,17,HILLCREST PARK,1.333152,103.806179,289326,GREENVIEW CRESCENT,24979.62144,35038.72482
