,ADDRESS,BLK_NO,BUILDING,LATITUDE,LONGITUDE,POSTAL,ROAD_NAME,X,Y
52000, 49 JALAN DAUD KEMBANGAN ESTATE SINGAPORE 419587 ,49,KEMBANGAN ESTATE,1.325812,103.908983,419587,JALAN DAUD,36420.71334,34227.14901
60095, 1C MUGLISTON ROAD SINGAPORE 437692 ,1C,NIL,1.30444,103.900268,437692,MUGLISTON ROAD,35450.8792,31863.95581
14882, 115 SYED ALWI ROAD SINGAPORE 207683 ,115,NIL,1.309962,103.854986,207683,SYED ALWI ROAD,30411.43559,32474.4743
79666, 57 TAMPINES STREET 86 THE TAPESTRY SINGAPORE 528542 ,57,THE TAPESTRY,1.353905,103.928607,528542,TAMPINES STREET 86,38604.46386,37333.61995
117274, 291B BUKIT BATOK STREET 24 SPRING VIEW SINGAPORE 651291 ,291B,SPRING VIEW,1.343157,103.755862,651291,BUKIT BATOK STREET 24,19379.9538,36145.12965
75114, 30 LOYANG VIEW LOYANG VILLAS SINGAPORE 507240 ,30,LOYANG VILLAS,1.36355,103.966172,507240,LOYANG VIEW,42785.03016,38400.38419
95710, 66 CARDIFF GROVE SERANGOON GARDEN ESTATE SINGAPORE 558932 ,66,SERANGOON GARDEN ESTATE,1.356932,103.86603,558932,CARDIFF GROVE,31640.37932,37668.20524
52926, 164 TELOK KURAU ROAD SINGAPORE 423817 ,164,NIL,1.313359,103.910167,423817,TELOK KURAU ROAD,36552.46037,32850.2255
30358, 60 GREENLEAF DRIVE BAN GUAN PARK SINGAPORE 279557 ,60,BAN GUAN PARK,1.322763,103.7867,279557,GREENLEAF DRIVE,22811.85448,33889.95453
69657, 32 JALAN LIMAU NIPIS BEDOKVILLE SINGAPORE 468285 ,32,BEDOKVILLE,1.324595,103.94817,468285,JALAN LIMAU NIPIS,40781.87638,34092.8216
23252, 23 MARGOLIOUTH ROAD MARGOLIOUTH VILLAS SINGAPORE 258549 ,23,MARGOLIOUTH VILLAS,1.318457,103.823592,258549,MARGOLIOUTH ROAD,26917.47456,33413.83506
24939, 1 OEI TIONG HAM PARK OEI TIONG HAM PARK SINGAPORE 267008 ,1,OEI TIONG HAM PARK,1.314524,103.791174,267008,OEI TIONG HAM PARK,23309.7389,32978.90932
6468, 87 SCIENCE PARK DRIVE OASIS SINGAPORE 118260 ,87,OASIS,1.287699,103.790428,118260,SCIENCE PARK DRIVE,23226.67244,30012.76901
83490, 350 LORONG LEW LIAN SINGAPORE 536488 ,350,NIL,1.349546,103.877976,536488,LORONG LEW LIAN,32969.88331,36851.49958
58526, 66 CEYLON ROAD SINGAPORE 429649 ,66,NIL,1.307502,103.901631,429649,CEYLON ROAD,35602.53954,32202.55914
19513, 106A EMERALD HILL ROAD EMERALD HILL CONSERVATION AREA SINGAPORE 229383 ,106A,EMERALD HILL CONSERVATION AREA,1.304088,103.83975,229383,EMERALD HILL ROAD,28715.75119,31824.91259
43488, 14 JALAN KEMAJUAN MACPHERSON GARDEN ESTATE SINGAPORE 368980 ,14,MACPHERSON GARDEN ESTATE,1.33288,103.881783,368980,JALAN KEMAJUAN,33393.55512,35008.69417
58195, 61 DUKU ROAD SINGAPORE 429224 ,61,NIL,1.310205,103.905439,429224,DUKU ROAD,36026.28023,32501.42331
